YR MO DY HRMN SEC LATITUDE LONGITUDE DEPTH MAG FAMILY
1999 10 19 0808 5.92 34.31437 -116.06852 3.258 2.54 1715
1999 10 19 0813 11.5 33.04605 -115.568 7.797 3.33 1715
1999 10 19 0815 40.52 34.38241 -119.27533 7.107 2.5 1715
1999 10 19 0830 23.27 33.04881 -115.56856 7.835 3.17 1715
1999 10 19 0831 33.01 34.5726 -116.27841 8.999 2.62 1715
1999 10 19 0840 36.12 34.43065 -116.24935 4.255 3.28 1715
1999 10 19 0846 11.41 34.44801 -116.23977 3.742 2.75 1715
1999 10 19 0850 54.65 32.31219 -115.16034 15.466 2.56 1715
1999 10 19 0851 59.67 34.53154 -116.26709 7.487 2.53 1715
1999 10 19 0853 8.47 34.70581 -116.37384 9.026 3 1715
1999 10 19 0854 41.92 34.49714 -116.25562 5.109 3.22 1715
1999 10 19 0900 29.93 33.04616 -115.56908 8.428 2.72 1715
1999 10 19 0923 1.31 34.8428 -116.39775 5.462 2.56 1715
1999 10 19 0938 6.66 34.61918 -116.30115 3.909 2.61 1715
1999 10 19 0951 13.74 32.34311 -115.14776 9.308 2.73 1715
1999 10 19 0954 17.61 34.25901 -116.44694 3.401 2.85 1715
1999 10 19 0954 24.48 34.25837 -116.4465 3.333 2.79 1715
1999 10 19 0954 29.37 32.3435 -115.14902 9.256 2.65 1715
1999 10 19 1006 5.34 34.68542 -116.31085 8.194 2.77 1715
1999 10 19 1006 58.76 34.3731 -116.14892 6.29 2.52 1715
1999 10 19 1012 48.42 32.34626 -115.14563 8.783 2.5 1715
1999 10 19 1013 44.26 32.34152 -115.14946 10.515 2.5 1715
1999 10 19 1039 19.05 34.60223 -116.2976 7.472 4.14 1715
1999 10 19 1039 40.31 34.70418 -116.3072 3.81 4.08 1715
1999 10 19 1042 59.77 35.701 -118.44533 4.67 2.62 1715
1999 10 19 1043 43.42 34.61094 -116.28228 7.876 2.52 1715
1999 10 19 1056 9.91 34.62078 -116.28974 6.609 2.53 1715
1999 10 19 1058 11.85 33.0434 -115.56747 8.026 3.13 1715
1999 10 19 1058 21.77 34.70282 -116.30871 4.059 2.63 1715
1999 10 19 1110 9.52 33.04396 -115.56872 8.441 2.81 1715
1999 10 19 1119 18.76 32.34502 -115.14768 8.004 2.55 1715
1999 10 19 1119 19.28 32.33917 -115.11633 6.97 2.6 1715
1999 10 19 1120 8.35 32.35311 -115.13816 7.041 2.5 1715
1999 10 19 1128 19.42 33.04587 -115.56744 8.263 2.51 1715
1999 10 19 1135 3.21 33.04431 -115.56605 8.166 3.19 1715
1999 10 19 1200 6.2 34.70657 -116.3143 5.077 2.52 1715
1999 10 19 1200 16.88 35.68034 -118.10807 10.086 3.28 1715
1999 10 19 1201 25.92 35.68052 -118.10808 10.119 2.91 1715
1999 10 19 1202 5.15 33.04337 -115.56764 7.792 2.79 1715
1999 10 19 1210 10.63 33.04391 -115.56671 7.417 3.31 1715
1999 10 19 1210 18.78 34.81506 -116.41458 6.473 3 1715
1999 10 19 1211 38.04 33.04266 -115.56499 7.167 2.6 1715
1999 10 19 1220 44.28 34.70975 -116.34711 8.694 4.49 1715
1999 10 19 1232 13.66 34.37981 -116.1779 6.366 2.54 1715
1999 10 19 1256 17.07 33.04253 -115.56971 7.933 3.32 1715
1999 10 19 1312 25.38 34.58833 -116.23153 6.521 2.78 1715
1999 10 19 1320 28.38 34.5763 -116.29707 4.878 2.58 1715
1999 10 19 1321 1.02 33.04293 -115.56908 8.296 2.96 1715
1999 10 19 1322 38.32 34.70076 -116.35521 9.242 2.52 1715
1999 10 19 1325 8.63 34.69041 -116.30171 5.254 2.5 1715
1999 10 19 1339 30.76 34.80355 -116.31475 4.288 2.63 1715
1999 10 19 1346 44.65 34.35085 -116.14813 4.659 2.69 1715
1999 10 19 1347 1.21 33.04221 -115.57042 7.999 3 1715
1999 10 19 1407 36.59 34.35442 -116.14543 6.356 2.91 1715
1999 10 19 1414 54.44 31.472 -116.93533 2.52 2.5 1715
1999 10 19 1434 57.32 33.04199 -115.5716 8.276 2.69 1715
1999 10 19 1448 41.57 34.90533 -116.06683 5.62 2.5 1715
1999 10 19 1453 54.57 34.58067 -116.2695 5.04 2.5 1715
1999 10 19 1515 32.5 33.04675 -115.56528 6.206 3.35 1715
1999 10 19 1517 14.68 33.0468 -115.56568 6.037 2.62 1715
1999 10 19 1520 52.45 34.40589 -116.18211 11.229 2.52 1715
1999 10 19 1538 58.65 33.04782 -115.56761 6.526 2.61 1715
1999 10 19 1545 7.09 33.04542 -115.56662 7.008 3.08 1715
1999 10 19 1545 12.45 33.04478 -115.56514 7.046 3.11 1715
1999 10 19 1556 46.92 33.04947 -115.56609 6.426 2.97 1715
1999 10 19 1607 2.1 33.05933 -115.57333 7.71 2.66 1715
1999 10 19 1615 43.88 33.2035 -115.66833 11.63 2.59 1715
1999 10 19 1622 16.2 34.41949 -116.19406 10.344 2.52 1715
1999 10 19 1634 33.07 34.6135 -116.28734 5.974 2.6 1715
1999 10 19 1645 14.33 34.69053 -116.30124 4.899 2.75 1715
1999 10 19 1715 34.36 31.94767 -116.203 5 2.6 1715
1999 10 19 1733 10.58 34.81984 -116.39516 4.758 2.73 1715
1999 10 19 1734 24.02 34.6087 -116.29836 6.567 2.75 1715
1999 10 19 1738 51.5 34.70729 -116.27398 4.72 2.62 1715
1999 10 19 1804 22.41 33.04504 -115.56649 8.474 2.58 1715
1999 10 19 1845 53.48 34.85874 -116.35007 6.976 3.12 1715
1999 10 19 1848 41.01 34.86045 -116.39612 4.832 3.12 1715
1999 10 19 1903 41.24 34.83341 -116.35679 7.363 3.16 1715
1999 10 19 1914 1.68 34.42508 -116.23723 4.437 2.8 1715
1999 10 19 1915 51.57 34.61089 -116.28733 8.771 2.5 1715
1999 10 19 1950 44.21 34.6192 -116.2398 4.077 3.15 1715
1999 10 19 2011 51.91 34.42707 -116.19187 7.764 3.34 1715
1999 10 19 2048 42.56 34.30983 -116.076 4.55 3.09 1715
1999 10 19 2049 53.08 34.38217 -116.4135 8.21 2.66 1715
1999 10 19 2050 19.59 34.68133 -116.27833 3.87 2.81 1715
1999 10 19 2134 3.05 34.80142 -116.36871 4.132 2.56 1715
1999 10 19 2140 19.1 34.8291 -116.40235 7.811 2.83 1715
1999 10 19 2221 12.49 34.47967 -116.2575 2.49 3.48 1715
1999 10 19 2224 52.32 32.34531 -115.14644 6.222 2.66 1715
1999 10 19 2226 31.51 32.34879 -115.14487 6.11 2.88 1715
1999 10 19 2229 31.71 32.35417 -115.171 15.77 3.48 1715
1999 10 19 2230 30.87 32.35849 -115.1296 4.067 3.69 1715
1999 10 19 2237 41.34 32.35218 -115.12796 5.707 2.55 1715
1999 10 19 2255 19.81 34.36857 -116.19393 3.234 2.55 1715
1999 10 19 2305 52.83 32.35041 -115.1365 6.193 2.73 1715
1999 10 19 2326 21.82 32.34435 -115.14739 7.859 2.65 1715
1999 10 19 2354 46.25 34.55388 -116.2622 5.699 2.62 1715
1999 10 20 0008 16.74 34.59682 -116.29112 9.076 3.11 1715
1999 10 20 0032 12.71 34.68318 -116.276 4.488 2.52 1715
1999 10 20 0041 37.95 34.61332 -116.28101 7.461 2.65 1715
1999 10 20 0043 58.38 34.61332 -116.28152 7.398 2.67 1715
1999 10 20 0045 42.43 34.61332 -116.28038 7.593 2.72 1715
1999 10 20 0047 11.31 34.60734 -116.27956 3.829 2.62 1715
1999 10 20 0048 39.37 34.6113 -116.28174 7.324 3.55 1715
1999 10 20 0115 33.06 34.4893 -116.25615 4.439 2.98 1715
1999 10 20 0124 23.12 32.35426 -115.12831 5.613 2.53 1715
1999 10 20 0149 25.29 34.85956 -116.39875 4.96 2.75 1715
1999 10 20 0151 31.92 34.65518 -116.35071 3.858 3.1 1715
1999 10 20 0159 16.02 34.82136 -116.39533 5.081 2.51 1715
1999 10 20 0202 17.55 34.67799 -116.30968 3.806 2.53 1715
1999 10 20 0205 24.45 34.51177 -116.26534 7.553 3.23 1715
1999 10 20 0209 27.38 34.67462 -116.35518 7.479 3.39 1715
1999 10 20 0217 49.96 34.08712 -117.45119 3.152 2.7 1715
1999 10 20 0226 44.39 34.60175 -116.30188 2.171 3.02 1715
1999 10 20 0239 12.73 34.59991 -116.22988 6.048 3.56 1715
1999 10 20 0242 39.44 34.59931 -116.23082 6.022 3.98 1715
1999 10 20 0315 8.04 34.64421 -116.30724 9.426 2.73 1715
1999 10 20 0335 58.01 34.53651 -116.30195 4.094 2.54 1715
1999 10 20 0347 11.66 34.85998 -116.39778 5.006 2.52 1715
1999 10 20 0422 45.39 34.61143 -116.28305 7.472 3 1715
1999 10 20 0442 33.22 34.80531 -116.27281 7.359 2.68 1715
1999 10 20 0448 39.01 34.91963 -116.39775 4.005 2.85 1715
1999 10 20 0451 24.7 32.3417 -115.1497 9.984 2.5 1715
1999 10 20 0539 44.7 34.55683 -116.26157 6.731 2.58 1715
1999 10 20 0559 32.12 34.67888 -116.2993 4.5 2.5 1715
1999 10 20 0628 59.34 34.44356 -116.2435 5.422 2.53 1715
1999 10 20 0634 24.76 34.79966 -116.30969 4.995 2.53 1715
1999 10 20 0703 27.25 34.10178 -116.91531 3.66 2.58 1715
1999 10 20 0733 9.01 34.50467 -116.26791 7.513 2.87 1715
1999 10 20 0832 44.38 34.57349 -116.24959 6.721 3.21 1715
1999 10 20 0852 54.76 34.81406 -116.37921 6.956 2.53 1715
1999 10 20 0946 23.1 34.57852 -116.26494 9.178 2.53 1715
1999 10 20 1015 3.9 37.39683 -117.09117 4.67 4.17 1695
1999 10 20 1026 34.42 34.58199 -116.30552 3.279 2.64 1715
1999 10 20 1040 22.33 34.80455 -116.27312 7.401 2.63 1715
1999 10 20 1044 11.33 34.80493 -116.27323 7.22 3.29 1715
1999 10 20 1044 37.03 34.52266 -116.30884 6.165 3.2 1715
1999 10 20 1113 8.21 34.83664 -116.35254 6.777 2.64 1715
1999 10 20 1156 54.62 34.83613 -116.35225 6.811 2.54 1715
1999 10 20 1202 13.66 34.65056 -116.31839 10.188 2.79 1715
1999 10 20 1259 13.72 34.67059 -116.36382 7.4 2.53 1715
1999 10 20 1421 16.66 34.61079 -116.29577 6.996 3.08 1715
1999 10 20 1509 9.69 34.56897 -116.26071 4.09 2.55 1715
1999 10 20 1514 39.14 34.36182 -116.1275 7.758 2.69 1715
1999 10 20 1527 58.11 34.56679 -116.26992 5.251 2.97 1715
1999 10 20 1554 11.98 34.71426 -116.29904 6.933 2.76 1715
1999 10 20 1634 31.29 34.69165 -116.36578 9.382 2.85 1715
1999 10 20 1640 57.02 34.67551 -116.35909 7.788 4.12 1715
1999 10 20 1645 4.53 34.69829 -116.29082 4.906 2.78 1715
1999 10 20 1813 40.22 34.83038 -116.41195 6.381 3.26 1715
1999 10 20 1852 44.98 34.83439 -116.38717 6.047 3.11 1715
1999 10 20 1925 28.79 34.68568 -116.30342 2.366 2.99 1715
1999 10 20 1947 24.03 34.60002 -116.29092 10.351 3.58 1715
1999 10 20 2035 59.56 34.82885 -116.33693 2.896 2.56 1715
1999 10 20 2103 53.35 32.61327 -118.23816 8.465 2.79 1715
1999 10 20 2106 35.03 34.67591 -116.29492 6.426 2.58 1715
1999 10 20 2118 31.36 34.80079 -116.2881 4.731 3.09 1715
1999 10 20 2122 35.47 34.62733 -116.22917 1.47 2.6 1715
1999 10 20 2122 36.21 34.61341 -116.25601 5.579 2.56 1715
1999 10 20 2217 45.25 34.53658 -116.28915 3.387 3.29 1715
1999 10 20 2238 3.31 34.57114 -116.26363 4.45 2.6 1715
1999 10 20 2255 29.31 34.78262 -116.35371 5.509 2.99 1715
1999 10 20 2306 22.81 34.43712 -116.24357 4.095 2.7 1715
1999 10 21 0000 55.32 34.82448 -116.37408 6.199 3.04 1715
1999 10 21 0001 24.48 34.82641 -116.38518 3.78 2.76 1715
1999 10 21 0004 59.55 34.56742 -116.25558 7.235 2.61 1715
1999 10 21 0012 36.84 34.7206 -116.2985 7.379 2.77 1715
1999 10 21 0018 30.13 34.85908 -116.40082 4.979 2.89 1715
1999 10 21 0023 57 34.85937 -116.34892 6.894 2.64 1715
1999 10 21 0025 55.82 34.85846 -116.35007 6.952 2.56 1715
1999 10 21 0113 57.37 34.82472 -116.37262 6.301 3.27 1715
1999 10 21 0115 58.3 34.51088 -116.25522 7.401 2.56 1715
1999 10 21 0125 42.2 34.86481 -116.39718 4.037 4.25 1715
1999 10 21 0151 51.55 34.85899 -116.39746 4.32 3.11 1715
1999 10 21 0152 1.27 34.86404 -116.40094 3.89 3.26 1715
1999 10 21 0153 7.18 34.86355 -116.40244 3.954 2.7 1715
1999 10 21 0154 6.71 34.86378 -116.4019 4.348 4.99 1715
1999 10 21 0154 28.72 34.86767 -116.3795 5.6 4.98 1715
1999 10 21 0154 33.71 34.87 -116.393 4.41 4.98 1715
1999 10 21 0157 39.09 34.85834 -116.40289 4.851 4.51 1715
1999 10 21 0201 48.42 34.85803 -116.40452 5.672 3.32 1715
1999 10 21 0204 5.3 34.35883 -116.1885 1.76 3.07 1715
1999 10 21 0205 8.75 34.64983 -116.67467 3.51 2.99 1715
1999 10 21 0207 42.15 34.86618 -116.39771 3.123 2.83 1715
1999 10 21 0233 35.96 36.57733 -118.53617 5.4 2.54 1715
1999 10 21 0243 22.48 34.83957 -116.39715 5.079 2.85 1715
1999 10 21 0300 8.21 34.81687 -116.37578 5.311 2.52 1715
1999 10 21 0321 23.02 34.86123 -116.39501 4.909 2.98 1715
1999 10 21 0337 58.52 34.86257 -116.41155 2.581 3.01 1715
1999 10 21 0341 37.8 34.8632 -116.40435 4.063 2.54 1715
1999 10 21 0348 13.82 34.86257 -116.41114 2.513 2.66 1715
1999 10 21 0348 49.72 34.86281 -116.40987 2.56 2.67 1715
1999 10 21 0356 59.79 34.85945 -116.39695 4.054 3.58 1715
1999 10 21 0412 14.44 34.85925 -116.39844 3.848 2.66 1715
1999 10 21 0413 19.25 34.86512 -116.39478 3.227 2.55 1715
1999 10 21 0414 29.87 34.65373 -116.30149 6.404 3.12 1715
1999 10 21 0428 26.96 34.45697 -116.22509 7.717 2.53 1715
1999 10 21 0430 55.92 34.65855 -116.29146 6.527 2.52 1715
1999 10 21 0445 42.42 34.57281 -116.26187 5.732 2.5 1715
1999 10 21 0512 2.09 34.84715 -116.41118 4.804 2.67 1715
1999 10 21 0533 39.46 34.86555 -116.39621 4.309 2.96 1715
1999 10 21 0541 22.7 34.86298 -116.4097 2.196 3.02 1715
1999 10 21 0547 39.2 34.526 -116.26654 10.839 3.8 1715
1999 10 21 0732 3.36 34.83939 -116.34793 6.537 2.5 1715
1999 10 21 0744 19.1 34.86669 -116.39728 3.078 2.57 1715
1999 10 21 0804 27.17 34.35857 -116.13709 7.764 2.56 1715
1999 10 21 0814 37.44 34.69027 -116.30878 2.777 3.23 1715
1999 10 21 0835 13.83 34.68319 -116.37466 5.77 2.59 1715
1999 10 21 0842 59.19 34.66434 -116.3417 8.87 2.52 1715
1999 10 21 0930 43.63 34.84617 -116.393 5.47 2.67 1715
1999 10 21 0946 10.59 34.86452 -116.40417 2.547 3.47 1715
1999 10 21 1017 19.59 34.86182 -116.40447 2.02 3.5 1715
1999 10 21 1029 13.25 34.52595 -116.26287 9.691 2.68 1715
1999 10 21 1036 23.45 34.65834 -116.27884 4.867 2.61 1715
1999 10 21 1046 59.46 34.86296 -116.40091 1.638 2.65 1715
1999 10 21 1101 38.44 34.68519 -116.29518 3.072 2.64 1715
1999 10 21 1128 10.8 34.85899 -116.42241 4.083 2.61 1715
1999 10 21 1141 27.1 34.51063 -116.26594 4.132 2.95 1715
1999 10 21 1202 31 34.86264 -116.40268 1.952 3.18 1715
1999 10 21 1213 3.55 34.70908 -116.35068 8.859 2.51 1715
1999 10 21 1326 50.25 34.37547 -116.15094 7.46 2.51 1715
1999 10 21 1346 37.36 34.59006 -116.28663 8.64 2.93 1715
1999 10 21 1401 52.57 34.61269 -116.28643 8.786 2.52 1715
1999 10 21 1415 11.54 34.86498 -116.39309 2.535 2.71 1715
1999 10 21 1417 48.87 34.69526 -116.30598 6.418 3.35 1715
1999 10 21 1443 39.67 34.83968 -116.39677 5.081 2.7 1715
1999 10 21 1455 3.94 32.31095 -115.15963 13.47 3.25 1715
1999 10 21 1459 12.08 34.65989 -116.29012 7.322 3.16 1715
1999 10 21 1651 49.93 32.34466 -115.14756 4.452 2.75 1715
1999 10 21 1707 32.86 34.80714 -116.34805 5.927 2.67 1715
1999 10 21 1727 10.91 34.85817 -116.36 4.01 2.77 1715
1999 10 21 1750 16.59 34.71426 -116.29939 7.032 2.62 1715
1999 10 21 2024 14.8 34.86432 -116.40375 2.992 2.95 1715
1999 10 21 2044 52.08 34.85958 -116.40119 5.857 2.68 1715
1999 10 21 2055 36.05 34.86296 -116.40747 4.59 2.89 1715
1999 10 21 2131 12.35 34.64504 -116.28763 7.944 2.52 1715
1999 10 21 2144 34.38 37.6185 -116.8575 3.97 3 NaN
1999 10 21 2227 24.48 34.53624 -116.30714 6.422 2.81 1715
1999 10 21 2239 17.57 34.37873 -116.1458 6.82 2.59 1715
1999 10 21 2254 22.52 34.82636 -116.39884 4.934 2.58 1715
1999 10 21 2257 10.32 34.53596 -116.30665 6.513 2.98 1715
1999 10 21 2257 11.29 34.53333 -116.2795 16.36 3.02 1715
1999 10 21 2258 34.31 34.6035 -116.2915 4.74 2.5 1715
1999 10 21 2333 18.88 34.6782 -116.2995 10.967 2.67 1715
1999 10 22 0033 22.81 34.81853 -116.33678 4.56 2.51 1715
1999 10 22 0117 44.32 34.52248 -116.25691 2.996 3.33 1715
1999 10 22 0158 43.5 34.56774 -116.26158 5.694 3.95 1715
1999 10 22 0238 49.93 34.97283 -116.44517 0.52 2.85 1715
1999 10 22 0253 36.11 34.72235 -116.35111 10.597 2.58 1715
1999 10 22 0327 13.2 34.66021 -116.30022 6.065 2.67 1715
1999 10 22 0338 9.11 34.69799 -116.29226 7.611 2.53 1715
1999 10 22 0347 21.26 34.86397 -116.40369 4.915 2.96 1715
1999 10 22 0349 33.78 34.50474 -116.26245 6.785 3.98 1715
1999 10 22 0432 4.8 37.50453 -118.83488 1.175 3.02 NaN
1999 10 22 0454 39.78 34.85447 -116.42222 2.636 2.62 1715
1999 10 22 0550 3.26 34.57379 -116.25648 7.33 2.73 1715
1999 10 22 0554 1.56 34.6998 -116.35999 8.011 3.71 1715
1999 10 22 0607 38.36 34.85828 -116.40433 6.26 2.54 1715
1999 10 22 0610 24 34.66713 -116.29047 6.232 2.78 1715
1999 10 22 0721 32.47 34.40644 -116.16794 7.559 2.64 1715
1999 10 22 0808 26.48 34.85968 -116.42031 4.389 2.72 1715
1999 10 22 0927 45.23 34.86102 -116.39529 5.106 2.58 1715
1999 10 22 0942 18.38 34.5368 -116.26166 7.66 2.62 1715
1999 10 22 1005 40.64 35.99233 -120.07533 4.53 2.58 NaN
1999 10 22 1051 6.28 34.53749 -116.29643 2.701 2.67 1715
1999 10 22 1111 52.41 34.38986 -115.80287 3.602 2.56 1715
1999 10 22 1113 3.41 34.60869 -116.29857 5.962 2.68 1715
1999 10 22 1134 23.9 34.60622 -116.26397 4.763 3.79 1715
1999 10 22 1215 51.03 34.62567 -116.3445 1.19 2.8 1715
1999 10 22 1225 27.81 34.82781 -116.38763 4.019 2.78 1715
1999 10 22 1240 52 34.33233 -116.20717 10.76 4.17 1715
1999 10 22 1342 51.9 34.40708 -116.19292 10.724 3.36 1715
1999 10 22 1343 14.82 34.85691 -116.40709 5.413 3.77 1715
1999 10 22 1348 13.4 34.09322 -116.87631 2.976 2.62 1715
1999 10 22 1349 29.22 34.85763 -116.40855 5.87 2.99 1715
1999 10 22 1507 6.64 34.56776 -116.24917 5.257 3.46 1715
1999 10 22 1531 25.58 34.72236 -116.37695 5.996 2.54 1715
1999 10 22 1608 47.67 34.86017 -116.40617 3.5 4.98 1715
1999 10 22 1613 9.25 34.86054 -116.42159 4.09 3.12 1715
1999 10 22 1616 40.16 34.86541 -116.39971 1.752 2.76 1715
1999 10 22 1617 37.72 34.85336 -116.39979 3.228 2.75 1715
1999 10 22 1620 10.17 34.53188 -116.36205 6.81 2.71 1715
1999 10 22 1621 41.2 34.85162 -116.40269 1.817 2.73 1715
1999 10 22 1624 4.09 34.85323 -116.40167 1.921 3.24 1715
1999 10 22 1625 3.65 34.83251 -116.40658 6.992 2.68 1715
1999 10 22 1633 14.62 34.59033 -116.26667 4.06 2.5 1715
1999 10 22 1633 58.13 34.69086 -116.30898 3.101 2.77 1715
1999 10 22 1634 49.2 34.56809 -116.24945 6.367 2.88 1715
1999 10 22 1639 24.42 34.82502 -116.38407 4.821 3.69 1715
1999 10 22 1642 18.88 34.85724 -116.40121 1.878 2.76 1715
1999 10 22 1642 38.58 34.5905 -116.26717 7.659 3.28 1715
1999 10 22 1648 23.26 34.82853 -116.38493 4.566 4.06 1715
1999 10 22 1650 28.83 34.82806 -116.38718 3.674 2.67 1715
1999 10 22 1651 36.23 34.82724 -116.38788 4.312 3.68 1715
1999 10 22 1654 4.55 34.86266 -116.39613 2.601 3.54 1715
1999 10 22 1728 16.65 34.79044 -116.29798 6.769 2.59 1715
1999 10 22 1728 58.26 34.82546 -116.38379 4.446 2.92 1715
1999 10 22 1731 36.97 34.87106 -116.39739 2.075 2.8 1715
1999 10 22 1751 40.79 34.86629 -116.3932 2.982 2.79 1715
1999 10 22 1903 6.39 34.63516 -116.32275 4.376 2.55 1715
1999 10 22 1920 27.1 34.24247 -116.46425 2.682 2.89 1715
1999 10 22 1931 57.76 34.86695 -116.40089 1.785 2.59 1715
1999 10 22 1938 4.81 34.82825 -116.38452 4.8 3.29 1715
1999 10 22 1941 41.44 34.82488 -116.38301 4.924 2.51 1715
1999 10 22 1957 44.34 34.85626 -116.40176 1.811 2.98 1715
1999 10 22 2014 57.51 34.86224 -116.41355 1.895 3.25 1715
1999 10 22 2016 1.2 34.86351 -116.39423 2.7 4.06 1715
1999 10 22 2017 30.27 34.86278 -116.39317 3.149 4.18 1715
1999 10 22 2018 48.35 34.85983 -116.39219 3.021 3.28 1715
1999 10 22 2052 49.1 32.57592 -115.56031 9.705 3.05 1715
1999 10 22 2053 17.8 34.79781 -116.29206 6.987 2.68 1715
1999 10 22 2059 56.56 34.85747 -116.39461 2.837 3.84 1715
1999 10 22 2124 11 34.82458 -116.34839 5.047 2.95 1715
1999 10 22 2151 2.07 34.2852 -118.67904 9.79 2.94 1715
1999 10 22 2156 15.9 34.62514 -116.29631 5.003 2.59 1715
1999 10 22 2208 15.59 34.85684 -116.42425 3.75 3.35 1715
1999 10 22 2214 31.49 34.665 -116.3355 2.85 3.34 1715
1999 10 22 2303 17.85 34.858 -116.30525 1.281 2.53 1715
1999 10 22 2310 26.92 33.7781 -116.12166 3.544 2.73 1715
1999 10 22 2311 32.96 34.67123 -116.28886 7.251 3.06 1715
1999 10 22 2330 30.17 34.66214 -116.28505 5.185 2.57 1715
1999 10 22 2343 36.42 34.53486 -116.25449 9.604 2.67 1715
1999 10 23 0021 3.9 34.59039 -116.28753 8.843 2.54 1715
1999 10 23 0023 15.09 34.53655 -116.25473 8.461 2.56 1715
1999 10 23 0150 25.27 34.61502 -116.28254 10.1 2.81 1715
1999 10 23 0150 58.63 34.72529 -116.29899 8.484 2.63 1715
1999 10 23 0222 49.08 34.60705 -116.29484 8.222 2.56 1715
1999 10 23 0233 23.31 34.57144 -116.24092 10.412 2.61 1715
1999 10 23 0329 8.73 34.82079 -116.39551 4.971 3.01 1715
1999 10 23 0352 28.44 34.52853 -116.28551 3.775 2.96 1715
1999 10 23 0401 14.71 34.41244 -116.173 8.888 2.63 1715
1999 10 23 0429 31 34.82677 -116.39797 4.882 2.98 1715
1999 10 23 0549 2.37 34.8273 -116.39093 4.379 2.7 1715
1999 10 23 0640 45.57 34.84294 -116.41004 5.964 2.54 1715
1999 10 23 0643 30.97 34.41627 -116.17945 6.963 2.61 1715
1999 10 23 0643 49.27 34.69136 -116.29453 7.182 2.59 1715
1999 10 23 0823 47.5 34.36441 -116.14093 4.983 2.52 1715
1999 10 23 0922 25.94 34.55708 -116.25942 3.321 2.55 1715
1999 10 23 1015 14.69 34.62076 -116.28759 5.811 2.6 1715
1999 10 23 1020 16.16 34.67671 -116.3019 10.835 2.87 1715
1999 10 23 1038 56.56 34.53138 -116.30069 4.246 2.7 1715
1999 10 23 1048 20.41 34.80008 -116.35358 6.942 2.94 1715
1999 10 23 1121 39.77 34.44123 -116.26161 5.31 2.5 1715
1999 10 23 1122 4.34 34.83203 -116.40004 2.926 2.61 1715
1999 10 23 1213 10.09 34.84069 -116.40233 7.985 3.05 1715
1999 10 23 1216 25.21 34.34333 -116.13327 4.335 3.19 1715
1999 10 23 1302 44.33 34.43579 -116.26482 7.24 3.09 1715
1999 10 23 1306 12.35 34.78318 -116.39353 1.226 2.5 1715
1999 10 23 1358 56.66 34.85763 -116.40107 3.11 3.22 1715
1999 10 23 1406 59.09 34.86126 -116.41416 2.287 2.93 1715
1999 10 23 1550 20.87 34.38728 -116.18263 6.552 2.62 1715
1999 10 23 1610 34.93 34.83089 -116.40488 7.337 2.5 1715
1999 10 23 1647 26.58 34.65714 -116.32965 10.035 2.64 1715
1999 10 23 1719 2.59 34.43469 -116.26022 6.663 2.72 1715
1999 10 23 1724 16.69 34.83899 -116.40137 3.892 2.53 1715
1999 10 23 1850 23.45 34.59692 -116.23331 6.364 2.95 1715
1999 10 23 2000 57.55 34.64357 -116.2837 1.644 2.61 1715
1999 10 24 0008 29.34 34.82533 -116.38361 4.53 3.02 1715
1999 10 24 0040 44.75 34.3284 -116.47185 9.517 2.7 1715
1999 10 24 0135 4.96 34.82325 -116.38474 3.848 2.98 1715
1999 10 24 0148 54.66 34.09122 -117.45379 3.234 3.06 1715
1999 10 24 0221 59.77 34.67122 -116.289 6.329 3.48 1715
1999 10 24 0228 30.67 34.68055 -116.35245 9.691 2.54 1715
1999 10 24 0425 29.02 34.36955 -116.19331 3.38 3.36 1715
1999 10 24 0428 42.55 37.44867 -116.81183 1.83 3.11 NaN
1999 10 24 0522 46.46 34.8622 -116.41404 1.983 2.57 1715
1999 10 24 0611 59.64 34.73404 -116.30128 7.228 2.74 1715
1999 10 24 0756 27.07 34.83239 -116.39926 2.974 3.52 1715
1999 10 24 0842 55.61 34.09153 -117.45449 3.449 2.57 1715
1999 10 24 1039 6.56 34.73239 -116.30115 7.363 3.29 1715
1999 10 24 1213 24.23 34.83898 -116.3983 4.918 3.58 1715
1999 10 24 1352 25.18 34.84717 -116.40229 4.368 2.5 1715
1999 10 24 1453 45.53 34.62657 -116.29202 4.868 2.72 1715
1999 10 24 1541 52.65 34.80613 -116.34694 6.612 3.34 1715
1999 10 24 1602 49.12 34.68086 -116.30272 3.809 2.78 1715
1999 10 24 1714 15.95 34.42317 -116.18714 7.034 2.63 1715
1999 10 24 1714 47.44 34.42204 -116.1863 6.845 2.68 1715
1999 10 24 1800 30.02 34.66243 -116.30755 5.975 3.03 1715
1999 10 24 1819 38.45 34.36588 -116.14392 5.201 2.94 1715
1999 10 24 1821 27.41 34.83959 -116.30448 7.772 2.76 1715
1999 10 24 1858 23.77 34.80575 -116.33453 3.239 2.71 1715
1999 10 24 1900 39.73 34.81014 -116.33271 3.473 2.76 1715
1999 10 24 1918 46.99 32.34377 -115.14974 4.586 2.72 1715
1999 10 24 2111 39.3 34.55452 -116.26351 7.358 2.89 1715
1999 10 24 2115 42.78 34.59939 -116.28182 7.781 2.62 1715
1999 10 24 2240 58.6 34.3705 -116.46812 3.327 2.66 1715
1999 10 24 2306 58.3 34.69222 -116.3209 7.442 3.12 1715
1999 10 25 0012 19.7 34.697 -116.37767 3.62 2.92 1715
