YR MO DY HRMN SEC LATITUDE LONGITUDE DEPTH MAG FAMILY
1999 7 14 1646 54.72 35.99398 -117.88268 2.687 3.18 NaN
1999 7 15 0402 56.26 35.73331 -118.46716 4.546 3.07 1688
1999 7 15 1637 29.52 31.78283 -115.946 2.53 2.73 NaN
1999 7 15 2117 54.06 37.44267 -118.96133 -1.75 2.9 NaN
1999 7 16 0646 13.65 35.73278 -118.46849 4.79 2.77 1688
1999 7 16 0844 38.9 37.45246 -118.85623 0.331 3.39 1690
1999 7 16 0910 51.42 37.4825 -118.82433 2.59 3.03 1690
1999 7 16 1014 51.16 37.45167 -118.915 3.03 3.47 1690
1999 7 16 1915 11 33.2455 -119.371 13.04 3.65 NaN
1999 7 16 2251 26.22 34.48917 -121.01433 2.57 3.35 NaN
1999 7 17 0639 7.99 35.88079 -120.44641 5.037 3.09 NaN
1999 7 17 1636 28.85 35.10803 -116.63088 8.881 2.93 NaN
1999 7 17 2105 50.05 32.17775 -115.79885 8.182 2.54 1691
1999 7 17 2152 38.58 32.17673 -115.79879 8.043 2.58 1691
1999 7 19 0150 54.1 36.47967 -120.32267 12.13 3.24 NaN
1999 7 19 1046 58.47 37.02164 -117.82287 1.346 2.78 1692
1999 7 19 1205 17.77 37.096 -117.76717 2.59 2.5 1692
1999 7 19 2209 27.5 33.63757 -116.70707 13.002 4.15 NaN
1999 7 21 2352 52.28 36.08871 -120.57715 3.426 2.5 NaN
1999 7 22 0957 24.18 34.40205 -118.62844 6.866 3.98 NaN
1999 7 24 0018 9.21 36.43495 -117.87908 9.588 2.85 1693
1999 7 24 0113 23.12 32.78888 -115.53913 10.683 3.7 1694
1999 7 24 0201 26.42 32.79036 -115.54221 10.405 3.81 1694
1999 7 24 0202 36.12 32.79096 -115.54126 10.703 3.59 1694
1999 7 24 0418 23.15 37.47661 -118.82698 4.295 2.93 NaN
1999 7 24 0718 25.93 32.11511 -115.52799 12.176 2.77 NaN
1999 7 24 1101 4.61 33.4803 -116.41837 10.156 2.8 NaN
1999 7 26 0253 1.36 31.89591 -115.6793 3.033 2.76 NaN
1999 7 26 0715 4.9 33.64489 -119.02266 6.982 2.59 1648
1999 7 28 0538 8.01 34.22771 -117.43261 13.86 3.02 NaN
1999 7 30 0731 5.18 36.954 -117.86617 -1.82 2.83 NaN
1999 7 31 0452 14.61 37.40633 -117.051 2.9 2.5 NaN
1999 7 31 1011 38.81 35.92559 -117.7628 8.667 2.77 NaN
1999 7 31 1036 45.01 33.26508 -116.0067 4.407 2.94 1684
1999 8 1 0417 14.62 37.41183 -117.01617 1.28 3.24 1695
1999 8 1 0540 10.41 37.473 -117.07517 3.5 2.59 1695
1999 8 1 0613 36.23 37.45133 -117.05083 4.55 2.55 1695
1999 8 1 1456 42.17 37.42017 -117.04467 4.58 3.17 1695
1999 8 1 1610 30.98 37.38267 -117.1205 -1.19 3.62 1695
1999 8 1 1611 22.11 37.41717 -117.0335 3.37 5.05 1695
1999 8 1 1619 29.86 37.50433 -117.08417 4.25 3.29 1695
1999 8 1 1626 47.09 37.39367 -117.04867 1.38 3.98 1695
1999 8 1 1627 18.43 37.353 -117.1035 -1.4 4.05 1695
1999 8 1 1632 44.14 37.40667 -116.92317 -1.13 3.3 1695
1999 8 1 1657 39.82 37.17333 -117.48417 1.61 2.7 1695
1999 8 1 1705 53.7 37.4145 -117.01633 1.37 3.21 1695
1999 8 1 1731 34.08 37.4415 -116.9595 4.06 2.93 1695
1999 8 1 1744 8.3 37.4135 -116.70617 -0.16 2.93 1695
1999 8 1 1747 44.3 37.436 -116.995 -0.63 3.28 1695
1999 8 1 1811 40.75 37.426 -117.01583 3.47 3.07 1695
1999 8 1 1813 30.79 37.44217 -117.03667 4.58 3.1 1695
1999 8 1 1826 0.1 37.40767 -116.88083 3.36 2.99 1695
1999 8 1 1926 56.9 37.39317 -116.92917 3.65 2.59 1695
1999 8 1 1952 26.29 37.40667 -116.97017 4.01 3.26 1695
1999 8 1 2022 18.87 37.41683 -117.042 3.91 2.79 1695
1999 8 1 2053 31.52 37.45783 -117.239 5.94 2.5 1695
1999 8 1 2100 46.66 37.52067 -116.88083 0.6 2.75 1695
1999 8 1 2125 13.45 37.32067 -117.003 -1.66 2.66 1695
1999 8 1 2145 50.17 37.36167 -116.91267 3.64 2.66 1695
1999 8 1 2148 59.85 37.38867 -117.00917 4.73 2.69 1695
1999 8 1 2207 1.18 37.3935 -116.97917 4.24 2.96 1695
1999 8 1 2209 40.41 37.43617 -116.911 3.54 3.17 1695
1999 8 1 2216 11.98 32.06411 -114.52039 21.127 2.77 1696
1999 8 1 2217 21.05 37.3975 -117.06233 1.45 2.7 1695
1999 8 1 2307 27.26 37.329 -116.71983 5.83 2.51 1695
1999 8 1 2338 55.65 37.41167 -117.0315 0.41 3.79 1695
1999 8 1 2351 50.76 37.3445 -117.20567 -1.41 2.6 1695
1999 8 2 0016 33.95 37.41133 -117.01783 2.24 3.28 1695
1999 8 2 0246 28.11 37.41133 -117.02767 4.73 3.04 1695
1999 8 2 0504 26.58 37.4165 -117.031 4.67 2.67 1695
1999 8 2 0516 4.51 37.43183 -117.0365 4.69 2.71 1695
1999 8 2 0540 26.74 37.38017 -117.07717 -1.33 4.08 1695
1999 8 2 0605 14 37.38317 -117.09333 4.58 4.96 1695
1999 8 2 0654 0.33 37.50333 -116.94783 3.68 2.71 1695
1999 8 2 0839 7.38 37.45583 -116.99 3.93 3 1695
1999 8 2 0841 9.8 37.44567 -116.9975 4.01 3.32 1695
1999 8 2 0913 38.75 37.42133 -116.98217 3.6 2.93 1695
1999 8 2 1227 11.07 37.46917 -116.87783 2.41 2.88 1695
1999 8 2 1759 58.52 36.04583 -114.98033 2.48 2.75 NaN
1999 8 2 2325 2.06 37.31567 -116.945 9.07 2.56 1695
1999 8 3 0044 0.31 37.39767 -117.0625 4.58 3.29 1695
1999 8 3 1627 8.9 37.5195 -117.0355 3.73 2.6 1695
1999 8 3 1929 3.02 37.43033 -117.10333 4.58 2.71 1695
1999 8 3 2130 7.17 37.423 -116.94817 3.75 2.75 1695
1999 8 4 0832 41.81 37.44567 -116.99183 4.36 2.66 1695
1999 8 4 0903 25.79 37.45533 -117.05583 4.76 3.22 1695
1999 8 4 0918 20.52 37.49433 -117.045 3.97 2.84 1695
1999 8 4 0936 49.86 37.41783 -117.053 4.23 2.59 1695
1999 8 4 1428 23.56 37.5275 -116.89017 4.41 3.22 1695
1999 8 4 1910 8.22 37.40617 -116.94217 3.89 2.71 1695
1999 8 5 0448 52.4 37.37967 -117.08683 0.93 2.94 1695
1999 8 5 0510 1.25 37.441 -116.96417 2.77 3.22 1695
1999 8 5 0533 52.33 37.4055 -117.02617 4.57 2.61 1695
1999 8 5 1101 9.16 37.50834 -118.82827 6.54 2.87 NaN
1999 8 5 1607 14.02 32.07662 -114.57883 12.762 2.93 NaN
1999 8 6 0234 0.64 32.06584 -114.51816 21.652 3.26 1696
1999 8 6 0239 13.36 32.1625 -114.6735 11.95 2.5 1696
1999 8 6 0308 53.31 32.08144 -114.57586 13.176 2.5 1696
1999 8 6 0528 35.47 37.38617 -117.01467 4.49 3.19 1695
1999 8 6 0708 26.66 32.51304 -115.44521 4.646 2.89 NaN
1999 8 6 1220 36.3 37.40683 -117.07883 7.73 2.78 1695
1999 8 6 1343 49.52 32.0638 -114.51899 21.664 2.99 1696
1999 8 6 1748 41.09 32.10367 -114.57517 16.57 3.34 1697
1999 8 7 1206 47.38 37.39 -117.111 8.04 3.01 1695
1999 8 7 1257 54.54 35.662 -119.34083 13.24 2.78 NaN
1999 8 7 1411 6.15 37.422 -116.98167 3.49 3.13 1695
1999 8 7 1714 44.38 37.40433 -117.06817 2.71 3.39 1695
1999 8 8 0300 32.14 33.24157 -116.28235 10.389 2.79 NaN
1999 8 8 0941 5.54 37.30267 -116.90633 -1.07 2.5 NaN
1999 8 8 1435 12.9 37.39383 -117.05167 1.58 2.98 1695
1999 8 8 2048 46.13 32.087 -114.57566 13.387 2.52 1697
1999 8 8 2233 41.55 31.98868 -114.56279 17.126 2.5 1698
1999 8 8 2234 1.89 32.039 -114.595 9.48 3.44 1698
1999 8 9 0048 27.06 37.45833 -116.85 3.25 2.78 1699
1999 8 9 0102 32.79 37.38967 -116.93683 4.64 2.5 1699
1999 8 9 0901 27.84 32.02033 -116.1785 9.03 2.5 NaN
1999 8 9 0931 44.8 32.07267 -114.51283 16.84 2.88 1696
1999 8 9 1256 33.07 33.26667 -116.00651 4.255 3.26 1684
1999 8 9 1332 56.11 36.58683 -117.65783 1.27 2.97 NaN
1999 8 10 0633 0.33 33.52952 -117.66729 9.765 3.52 NaN
1999 8 10 1010 24.17 32.12708 -114.55484 12.13 2.6 1700
1999 8 10 1223 21.15 32.1393 -114.55645 11.199 2.51 1700
1999 8 10 1844 21.56 33.27282 -116.00502 3.923 3.45 1684
1999 8 11 0110 50.01 37.45283 -117.01267 4.62 2.79 1695
1999 8 11 0229 3.68 36.43539 -117.87937 9.725 2.59 1693
1999 8 11 0345 22.78 32.06234 -114.53727 18.848 3.04 1701
1999 8 11 1048 23.82 37.37583 -117.04267 -1.4 2.56 1695
1999 8 11 1517 4.61 37.44833 -118.85467 -1.93 3.1 1690
1999 8 11 1811 25.75 32.06309 -114.52138 20.77 2.98 1696
1999 8 11 1853 27 32.08965 -114.56835 13.162 2.78 1696
1999 8 11 2036 30.33 35.95477 -120.01432 1.995 2.87 NaN
1999 8 11 2221 23.96 33.33383 -118.64033 1.85 2.87 NaN
1999 8 12 0314 34.21 37.4155 -116.9175 4.33 3.15 NaN
1999 8 12 0518 39.93 31.987 -114.492 25.6 2.74 NaN
1999 8 12 2016 3.25 32.09045 -114.57869 13.936 3.19 1696
1999 8 12 2021 16.75 31.975 -114.57183 19.19 3.71 1696
1999 8 12 2253 46.24 31.95798 -114.54611 23.926 2.84 1696
1999 8 13 0316 39.26 32.08965 -114.56818 13.303 2.8 1696
1999 8 13 0615 55.11 31.97967 -114.6075 15.76 2.5 1696
1999 8 13 0620 15.2 32.09323 -114.58816 12.97 2.93 1696
1999 8 13 0632 25.17 31.91833 -114.60083 15.79 3.13 1696
1999 8 13 0641 17.77 32.15954 -114.94767 4.362 2.61 1696
1999 8 13 1154 25.6 37.4915 -117.03717 4.58 3.03 1695
1999 8 13 1550 40.06 32.06416 -114.53874 18.612 2.65 1701
1999 8 13 1710 17.47 35.71979 -117.55558 8.542 2.98 NaN
1999 8 13 1737 11.68 32.09203 -114.5696 13.275 3 1696
1999 8 14 1920 55.04 37.41 -117.05267 4.26 3.01 1695
1999 8 15 0101 25.41 36.055 -120.50583 1.88 2.63 NaN
1999 8 15 0447 31.53 34.51867 -119.74083 5.28 3.13 NaN
1999 8 15 1610 32.87 37.38567 -117.12433 7.11 2.91 1695
1999 8 15 2259 59.29 35.7474 -118.4758 4.627 2.7 1688
1999 8 15 2325 28.03 35.74573 -118.4751 4.869 3.21 1688
1999 8 16 0231 9.59 32.06253 -114.52649 19.91 2.65 1696
1999 8 16 1113 55.3 33.99 -116.96783 17.64 2.85 1702
1999 8 17 0347 3.27 32.09523 -114.63211 6.205 2.98 NaN
1999 8 17 0632 49.86 33.97629 -116.9194 7.34 2.66 NaN
1999 8 17 1008 34.22 32.07815 -114.57112 13.769 2.67 1703
1999 8 17 1016 50.2 32.015 -114.55167 24.22 2.96 1703
1999 8 17 1224 52.82 34.09708 -116.70508 8.923 2.8 NaN
1999 8 17 1725 41.82 33.99262 -116.97852 8.314 2.5 1702
1999 8 17 1734 0.14 33.9925 -116.97821 8.264 2.84 1702
1999 8 17 1929 53.37 32.07837 -114.57086 13.446 3.19 1703
1999 8 17 1938 2 32.07873 -114.57035 14.056 2.83 1703
1999 8 17 1955 27.4 32.08082 -114.57129 13.177 3.08 1703
1999 8 17 2113 31.24 33.39732 -116.38498 8.23 2.66 NaN
1999 8 18 0041 34.19 31.9955 -114.58417 16.05 2.92 NaN
1999 8 18 0750 5.67 34.39242 -116.46753 9.57 3.09 NaN
1999 8 18 1207 32.68 35.73248 -118.46186 3.227 2.65 1688
1999 8 18 1641 8.21 37.45983 -116.8465 1.75 2.73 1699
1999 8 19 0125 2.43 31.89583 -115.84533 5.19 2.74 NaN
1999 8 19 1640 26.35 36.25048 -120.80484 6.09 2.79 NaN
1999 8 19 1908 26.6 37.45783 -116.8665 1.6 3.05 NaN
1999 8 20 0530 59.17 37.49683 -116.886 3.4 2.5 NaN
1999 8 20 0550 26.33 32.07606 -114.57012 13.65 2.6 1703
1999 8 20 0832 18.74 37.50733 -117.09783 5.6 2.73 NaN
1999 8 20 1311 36.09 32.08258 -114.57002 13.431 2.62 1703
1999 8 20 1535 33.16 32.08149 -114.5692 13.772 2.96 1703
1999 8 21 0404 53.91 32.91674 -117.6729 9.541 2.62 NaN
1999 8 21 0943 53.84 32.07613 -114.57129 13.876 2.86 1703
1999 8 21 1125 13.97 31.969 -114.56217 23.86 3.55 1696
1999 8 21 1202 37.09 32.0771 -114.56773 13.446 2.53 1703
1999 8 21 1222 56.48 32.07672 -114.57146 13.925 2.61 1703
1999 8 21 1243 47.11 32.16432 -114.50647 16.953 2.54 1703
1999 8 21 1450 1.56 32.07619 -114.56795 13.138 2.59 1703
1999 8 21 1720 22.96 32.08014 -114.57009 13.262 2.5 1703
1999 8 21 2211 23.29 32.05367 -114.6345 9.2 2.89 1704
1999 8 21 2222 8.73 31.98957 -114.55175 25.29 3.19 1704
1999 8 22 0034 17.37 32.04167 -114.59317 14.63 2.62 1698
1999 8 22 0038 41.87 32.09391 -114.63018 5.898 3.48 1698
1999 8 22 0112 7.81 31.9895 -114.562 19.27 2.69 1704
1999 8 22 0304 50.9 32.07691 -114.57081 13.878 2.81 1703
1999 8 22 0516 43.33 31.97099 -114.56271 15.304 2.99 1696
1999 8 22 0532 51.05 32.05794 -114.52555 19.829 2.58 1696
1999 8 22 0946 13.16 32.15501 -114.61086 3.937 3.04 1698
1999 8 22 1106 0.74 32.05481 -114.52741 19.923 2.52 1696
1999 8 22 1845 48.7 31.99043 -114.55425 25.21 2.79 1704
1999 8 22 1847 33.72 32.05787 -114.52428 19.293 2.97 1696
1999 8 22 1850 16.3 32.06136 -114.52429 20.509 3.06 1696
1999 8 22 2205 52.96 31.4965 -114.67767 -0.02 2.5 NaN
1999 8 23 0323 12.46 31.77317 -114.56533 16.33 2.94 1705
1999 8 23 0324 53.65 31.95735 -114.53823 25.304 2.5 1705
1999 8 23 0330 43.56 32.1558 -114.65098 9.209 2.54 1705
1999 8 23 1003 55.34 32.08307 -114.57028 13.979 2.69 1703
1999 8 24 0629 7.24 31.69083 -114.4965 5.74 2.87 NaN
1999 8 24 0646 14.98 32.12856 -114.62394 9.051 2.53 NaN
1999 8 24 0819 18.83 32.06943 -114.5722 14.194 2.76 1703
1999 8 24 0849 40.14 35.96567 -120.018 6.16 2.72 NaN
1999 8 24 1304 6.73 31.94367 -114.5545 24.44 4.71 1706
1999 8 24 1315 44.6 32.04967 -114.46867 23.25 2.5 1706
1999 8 24 1317 0.84 32.06991 -114.57034 12.362 3.07 1706
1999 8 24 1343 40.99 32.06832 -114.57198 14.901 2.85 1706
1999 8 24 1451 33.64 32.14339 -114.54063 13.333 2.6 1706
1999 8 24 1614 28.24 32.03283 -114.5678 16.482 3.66 1706
1999 8 24 1624 8.26 32.09034 -114.57245 13.697 2.69 1706
1999 8 24 1704 2.44 32.0355 -114.56583 27.83 2.83 1706
1999 8 24 2052 18.91 31.99433 -114.56783 25.04 2.94 1706
1999 8 24 2249 5.8 32.07456 -114.58744 17.333 2.61 1706
1999 8 24 2326 11.55 31.866 -114.493 23.43 2.62 1706
1999 8 25 0025 32.96 32.08314 -114.58376 10.966 2.5 1706
1999 8 25 0127 50.31 32.11787 -114.60612 10.777 2.68 1706
1999 8 25 0329 29.01 32.09369 -114.57185 13.686 2.67 1706
1999 8 25 0412 55.63 32.09178 -114.57276 13.722 2.74 1706
1999 8 25 0704 16 32.05912 -114.5687 17.626 3.12 1706
1999 8 25 0944 28.26 32.06972 -114.57082 13.763 2.82 1706
1999 8 25 1012 8.56 32.06987 -114.5706 12.919 2.87 1706
1999 8 25 1042 36.98 32.06777 -114.57167 13.413 2.53 1706
1999 8 25 1555 9.76 32.07982 -114.60454 14.303 2.64 1706
1999 8 25 1838 11.84 32.07047 -114.57008 12.243 3.27 1706
1999 8 25 1841 1.28 31.9605 -114.56633 24.68 3.51 1706
1999 8 25 2027 12.84 32.08854 -114.59079 13.772 2.97 1706
1999 8 26 0331 42.94 32.09311 -114.57224 13.331 2.54 1706
1999 8 26 0812 36.98 32.07448 -114.58671 17.151 2.99 1706
1999 8 26 1214 31.88 33.4822 -116.49496 7.046 2.93 NaN
1999 8 26 1812 12.64 32.06693 -114.57075 13.744 3.04 1706
1999 8 26 1815 33.4 32.06737 -114.57013 13.813 2.52 1706
1999 8 26 1817 56 32.0685 -114.57094 13.8 3.11 1706
1999 8 26 2003 59.06 32.05867 -114.51401 22.942 2.56 1706
1999 8 27 0235 2.95 37.37533 -117.04033 5.98 2.5 1695
1999 8 27 0404 17.01 32.08733 -114.57055 14.185 2.8 1706
1999 8 27 0500 21.97 32.08246 -114.56978 13.692 2.58 1706
1999 8 27 1018 28.9 32.07836 -114.52382 15.705 3 NaN
1999 8 27 2331 14.55 32.06317 -114.6005 11.88 3.72 1707
1999 8 28 0014 24.22 32.0713 -114.56814 13.843 3 1707
1999 8 28 0048 46.73 34.02847 -116.61732 10.9 2.92 NaN
1999 8 28 0700 55.9 33.30047 -116.74106 9.8 2.71 NaN
1999 8 29 0433 50.01 32.0925 -114.63067 11.58 2.6 1698
1999 8 29 1907 13.91 32.09029 -114.58567 12.224 3.11 1706
1999 8 29 1911 24.4 32.055 -114.6325 14.96 3.25 1706
1999 8 29 1917 11.6 32.08293 -114.56877 13.292 3.48 1706
1999 8 29 1942 38.34 32.152 -114.60033 8.31 2.5 1706
1999 8 30 1021 26.74 31.73333 -114.43867 16.05 3.2 NaN
1999 8 30 1811 13.51 32.16753 -114.50604 16.592 2.5 1708
1999 8 30 1811 50.27 32.09192 -114.51963 10.559 2.5 1708
1999 8 30 2216 44.12 32.03283 -114.56986 16.078 2.7 1706
1999 8 30 2228 6.42 32.15059 -114.65107 10.677 2.5 1706
1999 8 30 2243 26.72 32.11119 -114.60675 10.452 3.11 1706
1999 8 31 0020 50.06 32.11026 -114.60764 10.401 3.22 1706
1999 8 31 1027 19.1 32.72257 -117.38714 12.641 2.58 NaN
1999 8 31 1132 54.22 37.40567 -116.915 4.45 2.75 NaN
1999 8 31 1758 48.34 31.80117 -116.10717 1.27 2.87 NaN
1999 8 31 1953 36.22 32.85232 -116.16788 4.595 2.63 NaN
1999 9 1 0723 54.33 31.99938 -114.57275 8.774 2.53 1706
1999 9 2 0334 23.3 32.08517 -114.54983 12.52 2.5 1706
1999 9 2 0448 16.66 32.14318 -114.56462 11.416 2.79 1706
1999 9 2 0555 11.48 32.04785 -114.52981 20.49 2.9 1706
1999 9 2 1528 45.68 37.42683 -116.849 3.05 2.88 NaN
1999 9 2 2054 12.34 32.48422 -115.51092 8.852 2.84 1709
1999 9 2 2102 44.2 32.48334 -115.51 8.929 2.54 1709
1999 9 3 0635 15.91 35.75202 -118.47802 4.358 2.96 NaN
1999 9 3 0728 10.45 37.5275 -118.36067 14.13 2.76 NaN
1999 9 3 1949 51.57 35.75995 -118.0284 8.911 2.71 NaN
1999 9 3 2110 43.08 32.64701 -116.13197 8.494 3.72 1683
1999 9 5 0117 13.98 32.08618 -114.61162 12.667 2.94 1710
1999 9 5 0143 43.07 32.10966 -114.57149 13.84 2.57 1710
1999 9 5 0406 41.56 37.504 -118.85483 0.27 2.71 NaN
1999 9 6 0128 37.92 32.04785 -114.52836 20.396 2.99 1706
1999 9 7 1019 25.53 35.8575 -121.40617 5.83 3.11 NaN
1999 9 7 1242 17.88 37.4764 -118.77776 3.166 3.29 NaN
1999 9 7 1642 9.25 33.34306 -116.21321 11.166 3.35 NaN
1999 9 8 1118 24.45 32.08683 -114.651 10.26 2.94 NaN
1999 9 8 2055 19.53 37.47692 -118.83074 3.421 2.54 NaN
1999 9 9 2227 25.95 32.15319 -114.65103 12.506 2.62 NaN
1999 9 10 0706 2.88 31.38633 -114.35867 4.78 3.2 NaN
1999 9 10 1326 58.42 33.96739 -117.11993 15.754 2.69 NaN
1999 9 10 1340 3.42 32.37867 -115.25217 13.75 4.8 NaN
1999 9 11 1226 53.61 37.46817 -116.99833 4.6 2.69 NaN
1999 9 11 1642 58.75 31.96367 -114.55317 24.97 3.1 1706
1999 9 12 0121 20.48 33.93618 -116.35544 9.291 3.17 NaN
1999 9 12 0245 35.8 33.70539 -116.7164 18.238 2.6 NaN
1999 9 12 1046 44.51 37.42667 -116.91833 3.09 2.95 NaN
1999 9 13 0546 31.03 32.06142 -114.57038 14.44 2.89 1706
1999 9 13 2236 54.96 31.91807 -115.84172 7.493 2.94 NaN
1999 9 14 0715 58.56 32.10883 -116.364 6.74 2.68 NaN
1999 9 14 1157 14.86 36.02375 -117.88741 5.276 3.12 1711
1999 9 14 1432 40.78 34.27956 -118.60031 14.884 2.54 NaN
1999 9 14 1545 38.98 33.96483 -116.33065 7.705 2.52 NaN
1999 9 15 0520 46.4 36.0241 -117.88782 5.183 2.9 1711
1999 9 15 1705 52.8 32.285 -117.764 15.83 2.7 NaN
1999 9 15 1847 1.05 37.39983 -116.84967 3.28 2.5 NaN
1999 9 15 1906 1.14 32.47982 -115.50924 6.203 2.51 NaN
1999 9 16 0302 44.49 36.02355 -117.88867 5.13 3.55 1711
1999 9 16 1739 49.44 36.02414 -117.8884 5.313 3.08 1711
1999 9 16 1739 57.88 36.02304 -117.88775 5.359 3.1 1711
1999 9 17 1720 7.71 37.4175 -117.1395 5.15 2.82 NaN
1999 9 18 0123 14.85 37.35833 -116.86283 4.88 2.57 NaN
1999 9 18 1338 16.73 32.766 -115.43029 10.006 2.88 NaN
1999 9 19 1216 36.22 32.06227 -114.57077 14.528 2.77 1706
1999 9 20 0016 39.3 31 -120 5.68 4.23 NaN
1999 9 20 0702 49.43 34.32567 -116.84292 5.479 4.12 1630
1999 9 20 0705 16.29 34.32447 -116.84021 4.546 2.74 1630
1999 9 20 1405 19.32 34.3251 -116.84347 5.6 2.79 1630
1999 9 20 2107 56.05 37.427 -116.887 5.51 2.96 NaN
1999 9 20 2212 59.12 32.09957 -114.63293 6.139 2.64 NaN
1999 9 21 1542 47.19 35.799 -121.372 8.4 3.57 NaN
1999 9 22 1523 4.54 37.43583 -117.172 -1.21 2.87 NaN
1999 9 24 0342 52.89 36.20677 -117.90262 3.339 3.33 1712
1999 9 24 0721 13.24 36.85667 -121.63667 -0.09 3.17 NaN
1999 9 24 1421 32.42 36.20918 -117.89757 2.542 2.7 1712
1999 9 24 1930 25.61 32.46045 -115.16657 9.781 2.67 NaN
1999 9 24 1934 35.87 31.96217 -115.7405 2.69 2.74 1713
1999 9 24 2033 15.03 31.92217 -115.7725 1.56 2.6 1713
1999 9 25 0118 24.79 36.20445 -117.90308 2.803 2.99 1712
1999 9 25 0143 57.92 37.41583 -118.60833 1.19 2.9 NaN
1999 9 25 0500 34.84 33.1835 -116.40167 13.37 2.91 NaN
1999 9 25 0608 17.59 31.83733 -115.72217 4.89 3.27 NaN
1999 9 25 0749 45.88 36.03693 -117.76572 2.464 2.57 NaN
1999 9 25 1312 36.38 32.51633 -115.44375 4.604 2.85 NaN
1999 9 26 0657 20.08 34.29013 -118.45616 9.144 2.88 NaN
1999 9 26 1615 37.58 37.43483 -117.03867 4.74 4.53 1695
1999 9 26 2011 22.33 37.377 -117.09483 0.83 4.08 1695
1999 9 28 0724 57.96 34.70079 -116.66803 3.174 2.53 NaN
1999 9 29 0147 33.74 34.1765 -119.97892 2.557 2.72 NaN
1999 9 30 1939 44.04 34.28783 -120.706 2.15 2.57 NaN
1999 10 1 0050 20.58 35.914 -119.59917 13.67 2.81 NaN
1999 10 1 0129 41.99 36.2103 -117.89693 3.336 3.24 1712
1999 10 2 0538 32.23 33.29814 -116.24882 10.885 2.86 NaN
1999 10 2 0708 17.03 34.13742 -116.9698 5.741 2.69 NaN
1999 10 2 1737 32.12 36.20384 -117.90121 2.673 2.52 1712
1999 10 3 1104 30.76 36.20947 -117.89718 3.386 2.96 1712
1999 10 3 1154 6.29 33.05269 -115.89851 4.84 3.32 1714
1999 10 3 1156 24.99 33.05303 -115.89882 5.13 2.88 1714
1999 10 3 1325 57.22 33.05335 -115.90155 6.08 2.8 1714
1999 10 3 1330 22.56 33.05325 -115.90167 5.996 2.83 1714
1999 10 4 0020 24.51 33.15796 -115.65271 3.038 2.8 NaN
1999 10 6 0506 28.81 36.06417 -120.28817 2.65 2.5 NaN
1999 10 6 2015 58.39 34.41526 -119.43403 6.953 3.32 NaN
1999 10 8 0229 34.46 34.17583 -116.6565 10.23 2.5 NaN
1999 10 8 1758 10.9 37.4065 -117.09167 4.58 3.75 1695
1999 10 8 1829 40.79 37.38717 -117.05483 4.58 3.59 1695
1999 10 9 0717 8.72 34.12308 -116.92444 6.686 2.66 1616
1999 10 9 0754 41.05 37.47033 -116.93267 7.64 2.53 NaN
1999 10 9 1601 47.67 32.58517 -116.15514 3.861 2.64 NaN
1999 10 9 1740 15.1 37.385 -117.07817 4.58 2.94 1695
1999 10 10 0307 7.14 37.41833 -116.90367 8.45 2.7 NaN
1999 10 10 1033 58.47 31.49483 -116.44217 -0.3 3.8 NaN
1999 10 10 1546 14.1 37.4 -117.07983 4.58 3.21 1695
1999 10 11 1607 31.29 32.54267 -115.26486 12.313 2.8 NaN
1999 10 12 1630 47.37 36.82117 -119.94133 -0.99 2.72 NaN
1999 10 13 0456 10.23 33.2134 -115.98977 9.12 2.99 NaN
1999 10 13 0609 21.51 31.95167 -115.73783 7.04 2.56 NaN
1999 10 13 0629 45.57 33.77667 -119.40633 8.39 2.56 NaN
1999 10 13 1935 57.1 35.99965 -120.55558 4.202 3.22 NaN
1999 10 14 1715 45.18 32.53881 -115.49658 15.053 2.65 NaN
1999 10 15 0322 25.25 32.05667 -117.4815 7.29 2.92 NaN
1999 10 15 1422 43.75 34.59684 -116.27059 6.635 2.99 1715
1999 10 15 1635 54.4 34.59602 -116.2708 6.914 2.61 1715
1999 10 15 1836 43.33 34.5947 -116.26963 6.567 2.55 1715
1999 10 16 0155 39.07 34.59773 -116.27059 6.248 2.82 1715
1999 10 16 0241 5.04 34.59548 -116.26939 5.192 3.7 1715
1999 10 16 0507 10.08 34.59667 -116.27048 4.454 2.71 1715
1999 10 16 0946 43.79 34.59683 -116.27367 2.8 7.1 1715
1999 10 16 0947 43.2 33.2475 -115.68233 6.02 4.69 1715
1999 10 16 0950 48.83 34.20833 -116.38517 6.74 3 1715
1999 10 16 0951 47.85 34.441 -116.256 2.06 4.77 1715
1999 10 16 0952 14.76 34.573 -116.30367 0.59 4.15 1715
1999 10 16 0952 52.87 34.508 -116.1875 4.59 4.98 1715
1999 10 16 0954 54.61 34.5975 -116.30733 2.79 4.25 1715
1999 10 16 0955 38.44 34.5035 -116.3055 8.68 2.5 1715
1999 10 16 0955 45.46 34.53183 -116.33017 4.34 4.02 1715
1999 10 16 0956 29.9 33.27517 -115.64383 4.24 4.46 1715
1999 10 16 0958 1.82 34.52017 -116.272 3.23 3 1715
1999 10 16 0959 34.97 34.66567 -116.306 8.66 5.77 1715
1999 10 16 1002 39.95 34.58984 -116.27325 3.747 4.48 1715
1999 10 16 1004 53.78 34.62845 -116.28976 9.193 4.11 1715
1999 10 16 1006 53.84 34.36883 -116.14117 5.77 3.03 1715
1999 10 16 1007 19.3 33.20816 -115.64543 4.395 2.51 1715
